maxordQty,handlingDays,name,Brand,Origin,Supplier,Cat,storeStock,retailPrice,LowerSugar,TransFat,LactoseFree
51.0,0.0,FairPrice Pure Cane Sugar - Coarse Grain,Fairprice,Thailand,no info,"Rice, Noodles & Cooking Ingredients",114.0,1.5,No,No,No
51.0,0.0,Pasar Dried Green Beans,Pasar,Australia,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",139.0,2.2,No,No,No
37.0,0.0,FairPrice Raw Sugar - Granulated,Fairprice,Mauritius,JOO KOON DC,Sugar & Sweeteners,94.0,3.5,No,No,No
51.0,0.0,Tai Hua Premium Oyster Sauce,Tai Hua,Thailand,JOO KOON DC,Condiments,83.0,3.5,No,No,No
51.0,0.0,Tai Sun Flour Vermicelli,Tai Sun,China,JOO KOON DC,Noodles,104.0,1.35,No,No,No
51.0,0.0,Double FP Thai Hom Mali Premium Quality Fragrant Rice - New Crop,Double Fp,Thailand,RICE - TRADING,Rice,69.0,12.3,No,No,No
51.0,0.0,Gilda Tomato Paste,Gilda,Italy,JOO KOON DC,Cooking Paste & Sauces,156.0,0.8,No,No,No
51.0,0.0,Leggo’s Pasta Sauce - Alfredo (Fresh Cream & Cheese),Leggo'S,Australia,JOO KOON DC,Cooking Paste & Sauces,103.0,4.95,No,No,No
51.0,0.0,Pasar Dried Black Glutinous Rice,Pasar,Indonesia,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",119.0,1.8,No,No,No
51.0,0.0,Prima Taste Sauce Kit - Laksa,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,111.0,7.9,No,No,No
51.0,0.0,Tiger Brand Soya Sauce - Light (Standard Grade),Tiger Brand,Malaysia,no info,Condiments,144.0,2.75,No,No,No
51.0,0.0,Sajo Sunchang Gochujang Hot Pepper Paste,Sajo,South Korea,no info,Cooking Paste & Sauces,113.0,5.3,No,No,No
51.0,0.0,Campbell's Condensed Soup - Golden Corn,Campbell'S,Malaysia,no info,Soups,103.0,1.65,No,No,No
51.0,0.0,Knorr Stock Cubes - Chicken,Knorr,Malaysia,JOO KOON DC,Seasonings,171.0,1.75,Yes,No,No
51.0,0.0,Kewpie Dressing - Roasted Sesame,Kewpie,Thailand,JOO KOON DC,Condiments,123.0,5.8,No,No,No
51.0,0.0,Prima Taste Paste - Fragrant Hainanese Chicken Rice ,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,167.0,1.95,No,No,No
51.0,0.0,FairPrice Thai Red Unpolished Rice,Fairprice,Thailand,no info,Rice,85.0,9.8,Yes,No,No
51.0,0.0,Dahlia Tamarind Paste,Dahlia,Singapore,CONFECTIONARY WH,Seasonings,73.0,3.0,No,No,No
51.0,0.0,Lee Kum Kee Soy Sauce - Light (Premium),Lee Kum Kee,China,JOO KOON DC,Condiments,70.0,4.5,No,No,No
51.0,0.0,Gabrielle T Organic - Natural Himalayan Pink Rock Salt,Gabrielle,India,no info,Seasonings,148.0,2.9,No,No,No
51.0,0.0,Bake King Instant Yeast,Bake King,Singapore,JOO KOON DC,Baking Needs,79.0,1.8,No,No,No
51.0,0.0,Naturel Olive Oil - Extra Virgin,Naturel,Spain,JOO KOON DC,Oil,366.0,21.0,Yes,No,No
51.0,0.0,Pagoda Pure Potato Starch,Pagoda,Poland,JOO KOON DC,Baking Needs,112.0,1.5,No,No,No
51.0,0.0,Lee Kum Kee Oyster Sauce - Vegetarian,Lee Kum Kee,Hong Kong,JOO KOON DC,Condiments,119.0,2.75,Yes,No,No
51.0,0.0,Heinz ABC Sweet Sauce,Heinz,Indonesia,JOO KOON DC,Condiments,102.0,3.4,No,No,No
51.0,0.0,Pasar Dried Barley,Pasar,Netherlands,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",123.0,2.05,No,No,No
37.0,0.0,Barilla Pasta Sauce - Pesto Genovese,Barilla,Italy,no info,Cooking Paste & Sauces,224.0,7.5,No,No,No
51.0,0.0,New Moon Premium Fragrant Rice (Thai Hom Mali),New Moon,Thailand,no info,Rice,64.0,16.5,No,No,No
51.0,0.0,Barilla Pasta - Spaghettini No.3,Barilla,Italy,no info,Pasta,264.0,2.85,No,Yes,Yes
51.0,0.0,Knife Brand Thai Fish Sauce - Reduced Salt ,Knife Brand,Thailand,JOO KOON DC,Condiments,78.0,2.3,No,No,No
51.0,0.0,Pasar Rock Sugar - China (Crystal Cubes),Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",184.0,2.05,No,No,No
51.0,0.0,FairPrice Tomato Ketchup,Fairprice,Malaysia,no info,"Rice, Noodles & Cooking Ingredients",173.0,0.95,No,No,No
51.0,0.0,FairPrice Flour Vermicelli (Mee Suah),Fairprice,China,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",221.0,1.3,No,No,No
51.0,0.0,Hershey's Cocoa Powder - Natural Unsweetened,Hershey'S,USA,no info,Baking Needs,74.0,7.95,No,No,No
51.0,0.0,Lee Kum Kee Soy Sauce - Reduced Salt,Lee Kum Kee,China,JOO KOON DC,Condiments,85.0,3.75,Yes,No,No
51.0,0.0,FairPrice Thailand Rice - Fragrant White,Fairprice,Thailand,RICE - TRADING,"Rice, Noodles & Cooking Ingredients",5646.0,6.85,No,No,No
51.0,0.0,Erawan Elephant Glutinous Rice Flour,Erawan,Thailand,JOO KOON DC,Baking Needs,143.0,2.3,No,No,No
51.0,0.0,Lee Kum Kee Oyster Sauce - Panda Brand,Lee Kum Kee,Hong Kong,JOO KOON DC,Condiments,126.0,3.7,No,No,No
51.0,0.0,Campbell's Condensed Soup - Creamy Chicken Mushroom,Campbell'S,Australia,JOO KOON DC,Soups,105.0,1.95,No,No,No
51.0,0.0,Campbell's Condensed Soup - Mushroom Potage,Campbell'S,Australia,JOO KOON DC,Soups,104.0,1.95,No,No,No
51.0,0.0,Hershey's Chocolate Chips - Semi-Sweet,Hershey'S,USA,no info,Baking Needs,219.0,6.4,No,No,No
51.0,0.0,A1 Instant Curry Sauce - Chicken,A1,Malaysia,JOO KOON DC,Cooking Paste & Sauces,34.0,3.25,No,No,No
51.0,0.0,Prima Flour Packet Flour - Top (Unbleached),Prima,Singapore,JOO KOON DC,Baking Needs,100.0,2.9,No,No,No
51.0,0.0,FairPrice Pure Cane Sugar - Coarse Grain,Fairprice,Thailand,no info,"Rice, Noodles & Cooking Ingredients",135.0,4.15,No,No,No
51.0,0.0,Kwong Cheong Thye Superior Soya Sauce - Dark,Kct,Singapore,no info,Condiments,102.0,4.9,Yes,No,No
51.0,0.0,Chee Seng Sesame Oil - Black,Chee Seng,Singapore,no info,Oil,91.0,4.6,Yes,No,No
51.0,0.0,Habhal's Kicap Manis (Soya Bean Sauce) - Sweet,Habhal'S,Malaysia,RONG TAI INVESTMENT PTE LTD,Condiments,83.0,2.6,No,No,No
0.0,3.0,Jin Huang Thai Jasmine Fragrant Rice,Jin Huang,Thailand,no info,Rice,184.0,13.8,No,No,No
51.0,0.0,Sun Brand Dried Egg Noodles (High Quality),Sun Brand,Singapore,no info,Noodles,169.0,1.05,No,No,No
51.0,0.0,Barilla Pasta Sauce - Napoletana,Barilla,Italy,no info,Cooking Paste & Sauces,140.0,4.75,No,No,Yes
51.0,0.0,Ayam Brand Coconut Milk - Trim,Ayam Brand,Malaysia,JOO KOON DC,Baking Needs,202.0,0.9,No,No,No
51.0,0.0,New Moon Abalone Sauce,New Moon,Singapore,JOO KOON DC,Condiments,69.0,4.9,Yes,No,No
51.0,0.0,Pasar Red Bean,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",94.0,3.6,No,No,No
51.0,0.0,Shokaku Premium Rice,Shokaku,USA,TONG SENG PRODUCE PTE LTD,Rice,68.0,10.1,No,No,No
51.0,0.0,FairPrice Mayonnaise Jar,Fairprice,Thailand,no info,"Rice, Noodles & Cooking Ingredients",202.0,2.75,No,No,No
51.0,0.0,Marigold Dawn Sweetened Beverage Creamer,Marigold,Singapore,JOO KOON DC,Sugar & Sweeteners,223.0,1.25,No,No,No
51.0,0.0,Pasar Bean Vermicelli (Thai-Style),Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",155.0,0.95,No,No,No
51.0,0.0,FairPrice 100% Natural Caster Sugar - Extra Fine,Fairprice,Thailand,no info,Sugar & Sweeteners,95.0,2.4,No,No,No
51.0,0.0,FairPrice White Pepper - Ground,Fairprice,Malaysia,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",63.0,2.35,No,No,No
37.0,0.0,Prego Pasta Sauce - Cheesy Alfredo (Creamy),Prego,Malaysia,JOO KOON DC,Cooking Paste & Sauces,106.0,3.4,No,No,No
51.0,0.0,Campbell's Condensed Soup - Chicken Alphabet,Campbell'S,Malaysia,JOO KOON DC,Soups,91.0,1.65,No,No,No
51.0,0.0,FairPrice Black Pepper - Coarse,Fairprice,Malaysia,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",59.0,4.45,No,No,No
51.0,0.0,Pasar Premium Dried Mushroom - White Flower,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",65.0,11.5,No,No,No
51.0,0.0,Barilla Pasta Sauce - Arrabbiata,Barilla,Italy,no info,Cooking Paste & Sauces,148.0,4.75,No,Yes,Yes
37.0,0.0,Knorr Stock Cubes - Vegetable,Knorr,Malaysia,JOO KOON DC,Seasonings,163.0,1.75,Yes,No,No
51.0,0.0,Golden Peony Jasmine Fragrant Rice,Gldn Peony,Vietnam,no info,Rice,236.0,8.5,No,No,No
51.0,0.0,Double FP Thai Hom Mali Premium Quality Fragrant Rice,Double Fp,Thailand,JOO KOON DC,Rice,63.0,6.85,No,No,No
51.0,0.0,Del Monte Quality Tomato Sauce,Del Monte,USA,JOO KOON DC,Cooking Paste & Sauces,173.0,1.7,No,No,No
51.0,0.0,FairPrice Soya Sauce - Light,Fairprice,Malaysia,no info,"Rice, Noodles & Cooking Ingredients",174.0,2.0,No,Yes,No
50.0,0.0,"Leggo’s Pasta Sauce - Bolognese (Bacon, Chunky Tomato & Herbs)",Leggo'S,Australia,JOO KOON DC,Cooking Paste & Sauces,115.0,4.25,No,No,No
51.0,0.0,SIS Icing Sugar - Super Fine,Sis,Singapore,JOO KOON DC,Sugar & Sweeteners,101.0,1.95,No,No,No
51.0,0.0,Chee Seng Sesame Oil - Black,Chee Seng,Singapore,no info,Oil,94.0,8.4,Yes,No,No
51.0,0.0,Medella Organic Premium Coconut Cooking Oil ,Medella,Philippines,JOO KOON DC,Oil,52.0,17.8,No,No,No
51.0,0.0,Ottogi Bread Crumbs,Ottogi,South Korea,no info,Baking Needs,177.0,1.9,No,No,No
51.0,0.0,Maggi Chili Sauce - Garlic,Maggi,Malaysia,no info,Condiments,108.0,2.2,No,No,No
0.0,3.0,Superchia Organic Chia Seed,Superchia,Singapore,no info,Rice,93.0,10.9,No,Yes,Yes
51.0,0.0,Pasar Premium Dried Mushroom - Tea Flower,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",52.0,9.5,No,No,No
51.0,0.0,Kara UHT Coconut Packet Cream,Kara,Indonesia,AJINOMOTO (S) PTE LTD,Baking Needs,92.0,3.9,No,No,No
51.0,0.0,Bake King Baking Soda,Bake King,Singapore,JOO KOON DC,Baking Needs,52.0,1.15,No,No,No
51.0,0.0,FairPrice Olive Oil - Rich & Fruity,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",97.0,24.95,Yes,No,No
51.0,0.0,Pasar Dried Split Fish,Pasar,Indonesia,CHINATOWN FOOD CORPORATION PTE,"Rice, Noodles & Cooking Ingredients",159.0,2.15,No,No,No
51.0,0.0,Colavita Pasta - Fusilli,Colavita,Italy,no info,Pasta,152.0,2.55,No,No,No
0.0,3.0,LG Kway Teow,Heinz,Singapore,no info,Noodles,158.0,1.1,No,Yes,Yes
51.0,0.0,FairPrice Gold Thai Hom Mali Superior Fragrant Rice,Fairprice,Thailand,no info,"Rice, Noodles & Cooking Ingredients",62.0,25.5,No,No,No
51.0,0.0,Chan Kong Thye Black Sweet Rice Vinegar,Bull Dog,Singapore,no info,Condiments,71.0,5.2,No,No,No
51.0,0.0,FairPrice Vegetable Oil,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",70.0,7.95,No,Yes,No
51.0,0.0,Pagoda Finest Pearl Barley,Pagoda,Netherlands,no info,Dried Food,120.0,1.15,No,No,No
51.0,0.0,Barilla Pasta - Angel Hair No.1,Barilla,Italy,no info,Pasta,151.0,2.85,No,Yes,Yes
51.0,0.0,Supreme Gold 1121 Basmati Rice,Supreme,India,no info,Rice,55.0,17.9,No,No,No
99999.0,2.0,GOLDEN BOY Chinkiang Vinegar 550ml,Golden Boy,China,no info,Condiments,68.0,2.0,No,No,No
0.0,0.0,Fortune Noodles - Hong Kong Style,Fortune,Singapore,FORTUNE FOOD MARKETING PTE LTD,Noodles,56.0,2.95,No,No,No
51.0,0.0,Q.B.B Pure Ghee ,Qbb,Malaysia,JOO KOON DC,Oil,57.0,9.4,No,No,No
51.0,0.0,Pasar Dried Prawn (Premium),Pasar,Indonesia,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",115.0,7.2,No,No,No
51.0,0.0,Maicar Pasta - Spaghetti,Maicar,Italy,no info,Pasta,230.0,1.6,No,No,No
51.0,0.0,Nissin Instant Bowl Noodle - Tokyo Shoyu,Nissin,Indonesia,no info,Cooking Paste & Sauces,168.0,2.4,No,No,No
37.0,0.0,Barilla Pasta - Farfalle,Barilla,Italy,no info,Pasta,206.0,2.85,No,No,No
51.0,0.0,Tai Hua Light Soy Sauce - Reduced Salt,Tai Hua,Singapore,JOO KOON DC,Condiments,76.0,2.9,Yes,No,No
51.0,0.0,Ayam Brand White Pearl Barley,Ayam Brand,Malaysia,JOO KOON DC,Dried Food,102.0,2.8,No,No,No
51.0,0.0,Lee Kum Kee Oyster Sauce - Golden Vegetarian (Mushroom),Lee Kum Kee,China,JOO KOON DC,Condiments,92.0,3.7,No,No,No
51.0,0.0,Campbell's Condensed Soup - Country Style Mushroom Chicken,Campbell'S,Malaysia,JOO KOON DC,Soups,145.0,2.4,No,No,No
51.0,0.0,A1 Instant Kway Teow,A1,Thailand,no info,Noodles,109.0,2.75,No,No,No
51.0,0.0,Woh Hup Vegetarian Sauce - Shiitake Mushroom Oyster,Woh Hup,Singapore,JOO KOON DC,Condiments,79.0,4.95,No,No,No
51.0,0.0,Maggi Tomato Sauce,Maggi,Malaysia,no info,Condiments,163.0,1.45,No,No,No
51.0,0.0,Maggi Tomato Sauce,Maggi,Malaysia,no info,Condiments,163.0,1.45,No,No,No
51.0,0.0,Kikkoman Marinade - Teriyaki (Thick),Kikkoman,Singapore,JOO KOON DC,Condiments,77.0,4.65,No,No,No
50.0,0.0,Lee Kum Kee Sauce - Ma Po Tofu,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,89.0,1.9,No,No,No
51.0,0.0,Lee Kum Kee Soy Sauce - Light (Superior),Lee Kum Kee,China,JOO KOON DC,Condiments,106.0,2.4,No,No,No
51.0,0.0,Six Fortune Dried Noodle - Yuan Chun,Sixfortune,Taiwan,no info,Noodles,114.0,2.5,No,No,No
51.0,0.0,Royal Umbrella Thai Hom Mali Rice,Royal Umbrella,Thailand,TOPSELLER PTE LTD,Rice,87.0,9.4,No,Yes,Yes
51.0,0.0,Chang Thai Organic Mixed Brown Rice ,Chang,Thailand,THE SUKHA HOUSE PTE LTD,Rice,185.0,10.2,Yes,No,No
51.0,0.0,Heinz Mayonnaise - Seriously Good,Heinz,United Kingdom,JOO KOON DC,Condiments,88.0,5.55,No,No,No
51.0,0.0,Heinz ABC Sweet Soya Sauce - Kecap Manis,Abc,Indonesia,RONG TAI INVESTMENT PTE LTD,Condiments,83.0,1.95,No,No,No
51.0,0.0,Best Foods Mayonnaise,Best Foods,Malaysia,JOO KOON DC,Condiments,63.0,2.65,No,No,No
51.0,0.0,"San Remo Pasta Sauce - Tomato, Onion & Garlic",San Remo,Australia,JOO KOON DC,Cooking Paste & Sauces,78.0,4.95,No,No,No
51.0,0.0,Swallow Agar Agar Powder - White,Swallow,Singapore,JOO KOON DC,Baking Needs,140.0,1.1,No,No,No
51.0,0.0,Royal Cuisine Premium Sunflower Cooking Oil,Royal Cuisine,Singapore,no info,Oil,71.0,16.9,No,No,No
51.0,0.0,Dragonfly Organic Jasmine White Rice,Dragonfly,Thailand,no info,Rice,78.0,17.95,No,No,No
51.0,0.0,Anchor Brand Pepper Powder - White,Anchor,Indonesia,JOO KOON DC,Seasonings,66.0,4.0,No,No,No
51.0,0.0,FairPrice Sauce - Oyster (Premium),Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",83.0,2.95,Yes,No,No
51.0,0.0,Tiger Brand Rice Stick Bihon,Tiger Brand,Taiwan,no info,Noodles,166.0,1.85,No,No,No
51.0,0.0,Songhe Glutinous Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,65.0,3.8,No,No,No
51.0,0.0,Kikkoman Sauce - Teriyaki,Kikkoman,Singapore,JOO KOON DC,Condiments,67.0,4.65,No,No,No
51.0,0.0,"Leggo’s Pasta Sauce - Bolognese (Mushroom, Chunky Tomato & Herbs)",Leggo'S,Australia,JOO KOON DC,Cooking Paste & Sauces,121.0,4.25,No,No,No
0.0,2.0,Song Fa Bak Kut Teh Spices,Song Fa,Singapore,no info,Soups,821.0,2.6,No,No,No
51.0,0.0,Knorr Instant Cup Pasta - Cheesy Carbonara,Knorr,Malaysia,JOO KOON DC,Pasta,92.0,2.5,No,No,No
51.0,0.0,Ajinomoto Monosodium Glutamate (MSG) ,Ajinomoto,Malaysia,AJINOMOTO (S) PTE LTD,Seasonings,59.0,2.3,No,No,No
51.0,0.0,Campbell's Condensed Soup - Cream of Chicken,Campbell'S,Malaysia,JOO KOON DC,Soups,92.0,4.5,No,No,No
51.0,0.0,Nestle Coffeemate Creamer - Pouch,Nestle,Thailand,no info,Sugar & Sweeteners,514.0,2.55,No,No,No
51.0,0.0,Maggi 5-Minute Instant Cup Pasta - Swiss Cheese Macaroni,Maggi,Germany,JOO KOON DC,Pasta,96.0,2.2,No,No,No
30.0,0.0,Pasar Raw Peanuts,Pasar,China,CONFECTIONARY & WINE WH,Dried Food,120.0,4.75,No,No,No
0.0,3.0,LG Yellow Noodles,Lg,Singapore,no info,Noodles,281.0,1.1,No,Yes,Yes
0.0,3.0,LG Mee Tai Bak,Lg,Singapore,no info,Noodles,168.0,1.1,No,Yes,Yes
51.0,0.0,Pasar Dried Black Fungus (Small),Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",113.0,1.85,No,No,No
51.0,0.0,Harmuni Vegetable Oil,Harmuni,Malaysia,JOO KOON DC,Oil,61.0,5.5,No,No,No
51.0,0.0,Heinz ABC Chili Sauce - Extra Hot,Heinz,Indonesia,JOO KOON DC,Condiments,98.0,1.95,No,No,No
0.0,3.0,Sunsuivi Taiwan Sunshine Pearl Rice,Sunsuivi,Taiwan,no info,Rice,369.0,6.5,No,No,No
51.0,0.0,Heinz Seriously Good Mayonnaise,,United Kingdom,no info,Condiments,83.0,5.15,No,No,No
0.0,3.0,LG Ipoh Hor Fun,Lg,Singapore,no info,Noodles,175.0,1.1,No,Yes,Yes
51.0,0.0,Seah's Spices Sachet - Singapore Bak Kut Teh,Seah'S,Singapore,JOO KOON DC,Seasonings,112.0,2.6,Yes,No,No
0.0,3.0,LG Yellow Noodles,Lg,Singapore,no info,Noodles,181.0,1.75,No,Yes,Yes
51.0,0.0,Prego Pasta - Macaroni,Prego,Turkey,JOO KOON DC,Pasta,81.0,1.85,No,No,No
51.0,0.0,Kikkoman Soy Sauce - Less Salt,Kikkoman,Singapore,JOO KOON DC,Condiments,40.0,5.8,Yes,No,No
51.0,0.0,Tiger Brand Soya Sauce - Dark (Top Quality),Tiger Brand,Malaysia,no info,Condiments,85.0,3.95,Yes,No,No
51.0,0.0,FairPrice Pure Cane Sugar - Coarse Grain,Fairprice,Thailand,no info,"Rice, Noodles & Cooking Ingredients",54.0,2.95,No,No,No
51.0,0.0,Hollyfarms Instant Soup Paste - Tom Yum Koong,Hollyfarms,Thailand,JOO KOON DC,Cooking Paste & Sauces,126.0,2.85,No,No,No
51.0,0.0,Arm & Hammer Baking Soda - Fridge-N-Freezer,Arm & Hammer,USA,JOO KOON DC,Baking Needs,213.0,2.5,No,No,No
99999.0,3.0,LJMX Sarawak Kolo Mee 400G,LJMX,Malaysia,no info,Noodles,550.0,4.2,No,No,No
51.0,0.0,Sin Sin Chili Sauce - Sweet Thai,Sin Sin,Thailand,JOO KOON DC,Condiments,67.0,2.2,No,No,No
51.0,0.0,Knorr Stock Cubes - Chicken (No Added MSG),Knorr,Malaysia,JOO KOON DC,Seasonings,212.0,1.9,Yes,No,No
51.0,0.0,Lee Kum Kee Premium Soy Sauce - Dark,Lee Kum Kee,China,no info,Condiments,119.0,2.95,No,No,No
51.0,0.0,Colavita Pasta - Gomitini,Colavita,Italy,no info,Pasta,128.0,2.55,No,No,No
51.0,0.0,FairPrice Canola Oil,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",53.0,9.95,Yes,No,No
51.0,0.0,Cabbage Brand Vegetable Cooking Oil ,Cabbage Brand,Singapore,no info,Oil,135.0,5.65,No,No,No
51.0,0.0,Campbell's Premium Selection Soup - Wild Mushroom,Campbell'S,Malaysia,JOO KOON DC,Soups,162.0,2.4,No,No,No
51.0,0.0,Lee Kum Kee Choy Sun Oyster Sauce,Lee Kum Kee,China,no info,Condiments,92.0,2.95,No,No,No
51.0,0.0,Maggi Premium Oyster Sauce,Maggi,Malaysia,no info,Condiments,94.0,3.1,Yes,No,No
51.0,0.0,Tabasco Sauce - Pepper,Tabasco,USA,JOO KOON DC,Condiments,19.0,2.95,No,No,No
51.0,0.0,San Remo Pasta - Vermicelli,San Remo,Australia,JOO KOON DC,Pasta,74.0,2.4,No,No,No
51.0,0.0,Maggi Seasoning,Maggi,Malaysia,JOO KOON DC,Seasonings,125.0,3.7,No,No,No
51.0,0.0,Ajinomoto Pure Select Mayonnaise,Ajinomoto,Japan,AJINOMOTO (S) PTE LTD,Condiments,72.0,5.8,No,No,No
51.0,0.0,FairPrice Canola Olive Blend Oil,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",151.0,13.45,Yes,No,No
51.0,0.0,New Moon Corn Oil,New Moon,Singapore,JOO KOON DC,Oil,139.0,7.95,Yes,No,No
51.0,0.0,Maicar Pasta - Macaroni Shell,Maicar,China,no info,Pasta,165.0,1.5,No,No,No
51.0,0.0,Chef Genius Chen Nian Hua Tiao Chiew,Chef Genius,China,SINHUA HOCK KEE TRADING (S) PT,Condiments,99.0,1.7,No,No,No
51.0,0.0,Pagoda Mineral Salt - Less Sodium,Pagoda,Singapore,JOO KOON DC,Seasonings,90.0,3.7,Yes,No,No
51.0,0.0,Lee Kum Kee White Vinegar,Lee Kum Kee,China,JOO KOON DC,Condiments,39.0,2.25,No,No,No
51.0,0.0,Kara UHT Coconut Packet Cream,Kara,Indonesia,DKSH MARKETING (S) PTE LTD*,Baking Needs,72.0,2.25,No,No,No
51.0,0.0,Naturel Spray Oil - Extra Virgin,Naturel,Spain,no info,Oil,73.0,7.3,Yes,Yes,No
37.0,0.0,Knorr Stock Cubes - Ikan Bilis,Knorr,Malaysia,JOO KOON DC,Seasonings,56.0,1.75,Yes,No,No
51.0,0.0,San Remo Pasta - Macaroni,San Remo,Australia,JOO KOON DC,Pasta,109.0,2.4,No,No,No
37.0,0.0,Pasar Dried Red Dates - Seedless (Big),Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",95.0,2.35,No,No,No
51.0,0.0,Pasar Rock Sugar - Yellow,Pasar,China,CONFECTIONARY & WINE WH,Sugar & Sweeteners,137.0,2.1,No,No,No
51.0,0.0,Bake King Flours - Self Raising ,Bake King,Singapore,JOO KOON DC,Baking Needs,107.0,3.2,No,No,No
51.0,0.0,FairPrice Asian Recipe Paste Mix - Chicken Curry,Fairprice,Malaysia,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",82.0,2.15,No,Yes,No
51.0,0.0,Swanson 99% Fat Free Superior Chicken Broth with Scallop Flavour,Swanson,China,JOO KOON DC,Soups,24.0,1.3,No,No,No
51.0,0.0,Borges Grapeseed Oil,Borges,Spain,JOO KOON DC,Oil,49.0,12.0,No,No,No
51.0,0.0,Marmite Yeast Extract,Marmite,United Kingdom,JOO KOON DC,Baking Needs,70.0,5.65,No,No,No
51.0,0.0,FairPrice Rice Vermicelli - Red Cargo,Fairprice,Singapore,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",132.0,1.6,Yes,No,No
51.0,0.0,Pasar Spice - Cumin Seed,Pasar,China,no info,"Rice, Noodles & Cooking Ingredients",55.0,0.65,No,No,No
51.0,0.0,Lee Kum Kee Soy Sauce - Seafood,Lee Kum Kee,Hong Kong,JOO KOON DC,Condiments,50.0,3.95,No,No,No
51.0,0.0,Kafera Raw Cane Sugar - Rich Aroma,Kafera,Malaysia,JOO KOON DC,Sugar & Sweeteners,71.0,3.3,No,No,No
99999.0,2.0,PaddyKing Thai Pure Brown Rice,PaddyKing,Thailand,no info,Rice,71075.0,9.5,Yes,No,No
99999.0,2.0,PaddyGreen Jasmine Rice,PaddyGreen,Vietnam,no info,Rice,70744.0,17.4,No,No,No
51.0,0.0,Pagoda Shao Hsing Hua Tiao Chiew,Pagoda,China,KIM SING COMPANY PTE LTD,Condiments,41.0,19.1,No,No,No
51.0,0.0,CJ Bibigo Korean Chili Paste,Cj,South Korea,no info,Cooking Paste & Sauces,62.0,5.9,No,No,No
51.0,0.0,Singlong White Jade Noodles,Sing Long,Taiwan,no info,Noodles,206.0,1.85,No,No,No
51.0,0.0,FairPrice Olive Oil - Extra Light,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",107.0,24.95,Yes,Yes,No
51.0,0.0,Sunbeam Premium Sunflower Oil,Sunbeam,Malaysia,no info,Oil,54.0,9.1,Yes,No,No
30.0,0.0,Fortune Cooked Hokkien Noodle - Flat,Fortune,Singapore,FORTUNE FOOD MARKETING PTE LTD,Noodles,42.0,1.5,No,No,No
51.0,0.0,Aalst Baking Chocolate Chips - Dark,Aalst,Singapore,no info,Baking Needs,134.0,3.95,No,No,No
51.0,0.0,Pasar Dried Red Bean,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",146.0,2.35,No,No,No
51.0,0.0,FairPrice Pasta - Fusilli,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",80.0,1.9,No,No,No
51.0,0.0,Lee Kum Kee Paste - Salted Egg Yolk,Lee Kum Kee,Malaysia,no info,Cooking Paste & Sauces,140.0,2.85,No,No,No
51.0,0.0,Double Elephant 100% Fragrant Sesame Oil,Double Elephant,Singapore,no info,Oil,60.0,8.75,No,No,No
51.0,0.0,Tesco Canola Oil,Tesco,Malaysia,no info,Tesco Food ,39.0,13.9,No,No,No
51.0,0.0,FairPrice Black Pepper - Ground,Fairprice,Malaysia,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",52.0,4.05,No,No,No
51.0,0.0,Brilliance Fragrance 43°N Jilin Sushi Rice - White,Fragrance 43on,China,no info,Rice,29.0,18.9,No,No,No
0.0,3.0,NutriRight Pink Himalayan Rock Salt,NutriRight,Pakistan,no info,Seasonings,191.0,2.6,No,No,No
51.0,0.0,FairPrice Soyabean Oil,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",37.0,13.95,Yes,No,No
